gentau_vis_px,gentau_vis_py,gentau_vis_pz,gentau_vis_e,genmet_px,genmet_py,boson_mass
-41.534115,147.26645,-23.587688,154.8189,49.786964,-200.10588,1016.1095
-158.05128,37.8114,-147.2837,219.32265,163.2405,-40.52032,861.1915
52.394943,-76.31763,96.36379,133.6249,-162.83366,244.10078,1025.0415
-36.114086,155.98276,188.322,247.18423,83.66138,-388.28616,1017.19946
-308.70056,-57.423443,-902.9597,955.9967,328.52576,54.43521,999.67993
-54.9412,-63.02827,86.780106,120.50678,221.17331,16.492723,1029.0165
129.58888,85.88266,-109.867256,190.36792,-241.57986,-120.42266,999.52966
213.6221,116.451065,-157.56194,289.8642,-226.28333,-95.423645,904.67395
-223.43216,-556.08105,1675.1548,1779.1266,-69.510506,-131.59654,80.40833
-21.349342,277.11694,1158.9731,1191.8341,21.592196,-275.92297,999.7056
129.3526,34.54817,84.17131,158.14703,189.70761,116.17242,80.18996
461.54932,-74.58315,827.24475,950.22327,-448.29468,53.53044,989.5302
157.88669,-0.42973483,-233.96672,282.25668,-232.04395,14.999515,864.3382
-81.40238,14.627763,-45.87177,94.57688,223.21951,-38.503525,954.0814
85.12461,-318.8779,264.57275,422.9989,-67.33538,303.24304,965.2314
43.007366,98.130936,170.87108,201.68356,-88.664,-191.16158,972.76105
102.83688,-1.8706374,2.4156659,102.882355,-342.7931,-13.659323,966.06506
69.3204,-121.03823,-64.74068,153.77563,-71.01479,131.38385,985.3414
237.91417,-119.18601,-1325.5297,1351.9755,-235.57358,120.227715,851.9214
-132.35527,-206.87297,-1037.4423,1066.1147,-19.57041,-138.42305,79.55972
65.17063,-128.10406,437.8872,460.87207,-92.49277,195.17352,895.80237
-49.944626,-118.22466,-300.72803,326.96924,-23.377577,346.2252,996.76086
-100.68629,-30.69593,140.2133,175.32756,206.54347,50.05477,961.92834
11.021553,-96.8393,-18.706968,99.24362,-21.398949,287.37827,998.9407
485.99792,216.57278,359.9081,642.3641,294.95175,81.40091,79.33611
-0.9140586,362.78726,790.45764,869.73486,-1.3938209,-423.80817,1021.097
24.564114,183.22047,-349.76016,395.60754,-23.018913,-212.60422,987.94995
67.63246,-281.94977,769.24164,822.0721,28.92768,-132.32285,80.690765
27.836388,76.90532,136.93326,159.49931,-73.860146,-212.80211,1018.8069
120.56006,302.31183,107.517815,342.76416,-133.38617,-303.55478,988.9025
75.47848,67.46807,-93.872894,138.06187,-191.29039,-179.55476,1038.0597
-156.81918,121.94998,-471.8777,511.9889,159.66382,-111.606735,1011.9951
2.3432138,-256.64575,651.4201,700.15765,87.42515,-401.26923,80.240265
37.683052,-82.368515,-99.11523,134.27,-185.30055,417.95627,1069.2406
49.590424,-113.891624,149.32135,194.23543,-106.14757,198.22017,978.4291
-104.99722,-18.623066,-186.82185,215.11366,230.89622,45.76084,1043.9377
36.237167,-188.61299,62.519512,201.98248,-18.425385,197.83737,1015.47327
-50.4944,-111.9135,-7.7039485,123.01905,168.51755,361.89365,1010.52673
-100.34139,-192.93445,1243.4802,1262.3531,144.12091,255.91356,998.80304
99.938446,-332.3782,325.86496,476.0787,-109.34316,380.78333,1051.7502
145.34879,37.584774,202.0832,251.74695,-168.35577,-41.038807,1094.6238
8.706461,149.85284,-17.470808,151.11891,-2.190555,-164.92598,1002.8634
12.406282,136.2734,515.5227,533.3742,146.45569,-294.7498,1009.9894
264.93137,-142.99863,-89.310104,314.0283,-416.39005,237.67201,1001.7308
-132.7926,142.69662,-46.503433,200.39659,168.79512,-178.89462,996.10626
38.322197,-177.50514,11.904679,181.98463,-46.439934,203.36739,1009.5175
110.30346,196.97697,498.6435,547.3684,-207.5682,-374.5441,920.81866
-223.34615,188.52725,714.65704,772.1145,233.36127,-213.48009,952.90765
92.98906,-266.66302,623.7482,684.7029,61.5776,396.3385,941.7212
406.1042,-1.5995693,241.99066,472.73953,-405.2329,5.780256,853.24414
-182.39667,-94.17725,220.38664,301.178,341.45676,195.79263,1169.2649
256.39517,250.50436,-0.5450195,358.45676,-261.81027,-254.43091,1021.5851
256.58148,-161.72894,171.98523,348.66782,-313.24792,170.07828,1026.9747
-64.24976,51.133106,4.249118,82.22348,224.65288,-196.36885,1019.9389
-80.29298,188.00517,101.48342,228.2363,107.303185,-229.02605,1024.5972
33.744225,242.31401,-10.639269,244.88358,7.82825,-249.23453,996.96924
-98.98578,17.12773,-122.55406,158.46469,210.3254,-37.57673,974.2917
132.9649,3.9926226,-86.18623,158.50455,-142.61937,-33.847557,953.2775
32.493286,-96.7877,-36.691605,108.48947,-46.87285,136.42084,998.4926
-150.4615,-86.74641,181.0118,250.85632,155.64705,92.25209,991.1502
127.741005,-137.09369,131.57549,228.96413,-117.01935,130.78943,1026.057
-145.73909,87.98448,-90.99522,193.03186,202.31387,-113.408646,993.6742
-68.85179,328.64316,65.76655,342.15808,65.525085,-350.76587,991.3321
116.61039,451.8175,-872.80206,989.7073,-124.24533,-455.18414,1014.2983
111.93906,-18.46976,-104.02035,153.9212,-331.2118,44.84782,1005.73096
-127.16284,-422.34622,1122.9203,1206.4397,146.69283,433.28894,1002.3221
163.30304,92.08979,160.95183,247.09091,-251.5351,-129.27986,979.11975
-80.9936,-40.217453,-129.61813,158.04521,120.11179,46.046234,1020.53906
170.22253,177.18977,-227.8905,335.12088,-195.95828,-288.4044,1007.78864
-245.75565,-139.34033,189.23726,340.03314,245.73398,157.96391,943.26733
280.1085,-127.56376,-32.181427,309.46558,-398.1201,164.07791,975.1019
1.9763597,-104.50089,104.865425,148.05783,-25.035868,300.2016,1027.5323
-249.6545,227.8773,-225.33418,406.24002,235.63391,-211.99236,900.27686
130.98909,-369.47394,-954.1831,1031.569,-147.61497,444.78912,1023.5624
38.392365,-113.53089,180.60791,216.75441,112.013466,181.87257,1002.48724
-162.14677,140.32521,-92.522125,233.54465,298.0677,-274.96497,963.60693
-80.50037,-43.356377,51.78513,105.07999,270.66092,195.09164,1030.4226
296.54663,-85.99581,248.91426,396.60245,-328.27478,94.396034,1001.92255
325.4408,-164.61572,-148.52176,393.78772,-314.24942,156.87714,965.9241
-106.04797,45.552986,-51.56646,126.413475,259.79544,-116.06707,1061.9738
-271.8096,-225.20544,-146.46681,382.16583,341.43585,281.6547,1002.1245
-160.93503,-32.843563,19.930046,165.45699,270.93182,66.50803,957.90906
-95.666115,-56.15339,-171.76056,204.46735,372.25,197.7604,1007.5088
-29.726028,-197.05022,174.23248,264.70627,53.145527,196.57709,1013.5653
341.9284,216.2746,112.646126,419.97485,-359.2316,-261.4457,1022.32446
243.74751,-33.279125,-695.4394,737.6695,-322.16165,42.2302,1002.6884
96.13089,-62.183037,9.572447,114.889114,199.0672,-22.823843,79.13713
34.818382,242.82674,1029.529,1058.3512,-71.61085,-308.11685,1001.3445
166.82025,-288.2078,-1126.9402,1175.1115,-246.18605,386.11563,1011.75195
286.18774,67.65456,151.77051,330.93033,-313.9077,-77.8973,977.8074
75.98308,56.364883,-146.2431,174.1766,-132.7163,-97.23799,970.1552
57.987953,-333.52316,195.35582,390.85062,-48.392735,357.23517,1051.9696
-206.41061,66.94881,40.15449,220.68051,274.22098,-113.53843,1004.10657
72.82861,-110.60794,47.088196,140.55405,-189.20912,312.17157,1005.14734
181.1846,305.5895,181.05196,398.7388,-188.67986,-300.6101,976.433
112.24947,-104.62812,487.71918,511.28955,-257.67957,253.38736,973.55945
-363.48114,-67.45031,-1002.8455,1068.8158,366.87216,84.4016,1002.3832
118.23591,168.35817,136.43164,246.85587,-119.39359,-167.57516,1016.2656
-14.548465,82.65992,-15.216734,85.298706,71.31352,-355.42758,1007.4896
16.57172,-80.52678,-92.44352,123.71341,-107.96622,458.0588,1005.4576
151.72205,-22.695995,193.49088,246.92793,-453.146,89.524055,959.7552
-53.15558,107.60108,-103.188705,158.27646,88.497894,-158.74275,1002.40796
82.10876,-184.46848,-65.82903,212.37689,-121.87973,243.0011,796.40027
-10.764933,102.65005,-14.699416,104.25445,-105.71711,-62.515022,968.13544
-298.24472,-121.253586,1456.2262,1491.391,428.04987,179.30902,1028.7017
171.90778,13.512653,-136.35152,219.83319,-225.36684,27.87267,886.4426
163.67528,-82.63506,132.06421,225.96266,-137.95515,83.117325,1027.9653
-129.28174,63.648315,-9.3044615,144.40038,441.87836,-216.91364,987.82434
37.365723,402.59027,224.74261,462.58447,-32.864326,-395.73474,961.3421
-213.34683,-38.56089,-1142.1213,1162.5167,209.77534,41.90728,982.2208
296.5442,-254.78778,762.2578,856.6751,-301.13727,260.277,1018.1043
150.83574,-22.9651,134.26518,203.23866,-432.1357,-138.03555,994.9309
297.62256,299.183,34.113205,423.38327,-285.68707,-313.9117,1163.9927
-24.938456,-120.70611,-15.096652,124.17657,96.78973,445.743,1011.4559
-173.16904,251.92447,-40.916695,308.42807,191.9092,-250.67587,1016.2004
178.0969,54.164738,-353.1425,399.20166,-336.56284,-99.15927,995.77435
-341.2335,-271.53992,-155.5944,463.01605,358.4259,283.98874,971.0526
90.906456,-6.9894614,-363.85083,375.10034,124.92751,91.74851,83.797005
43.98591,-77.29952,-87.886444,125.036,-104.935326,194.31801,1005.2942
155.6704,325.63635,-805.6995,882.8499,-221.09631,-488.9927,1224.141
91.91607,-254.67674,-53.72393,276.03458,-116.504074,237.52086,975.5291
116.33346,-7.083686,703.10205,712.6964,-232.54903,30.510048,1071.064
-92.80585,271.9353,22.403141,288.20767,111.53455,-302.49432,1025.1527
-85.913445,239.08905,-411.1698,483.32733,68.906525,-234.3065,996.62244
72.01609,81.86691,156.69196,190.89499,-102.0606,-107.05871,1021.0273
155.88866,-100.60294,187.50827,263.78323,-160.44801,114.058685,981.7525
-68.677864,-96.162994,19.938831,119.83959,123.03573,354.81305,982.373
75.49627,-89.16316,-432.8531,448.34314,-225.1315,262.13986,919.5333
-80.43039,-21.53512,162.21321,182.33467,133.57965,55.351738,985.5019
107.31619,34.814724,-79.879135,138.23721,-219.2126,-68.22996,1013.7146
-143.72832,29.007372,-207.52129,254.09561,426.07877,-88.98417,975.5059
49.39547,-152.7579,-79.54892,179.17293,-78.76901,160.20143,1013.63275
-95.76094,-32.119053,-230.95494,252.07533,423.81293,144.5889,1017.44904
265.70044,17.006388,312.527,410.55948,-266.7485,-18.60935,1029.4221
-310.55154,179.48357,-617.6517,714.248,307.17368,-176.09573,1121.8654
-221.62892,-156.14651,138.17256,304.29065,335.05875,213.94133,966.08386
-65.76092,215.23447,693.44464,729.05133,57.429024,-209.0337,1000.07996
-312.8526,-7.564782,677.151,745.96747,339.54953,0.8945091,987.9095
63.731777,415.3106,51.57261,423.3254,-59.293713,-407.5762,967.7133
181.12317,199.38791,455.43292,529.13165,-301.61545,-334.10284,1034.4045
-118.83547,51.22676,-775.6793,786.3997,155.25128,-70.02894,1003.74646
306.913,222.59892,-1179.1414,1238.5961,-316.12204,-215.10025,980.46545
-296.2567,198.20158,-1731.5092,1767.8167,302.71857,-221.03033,1001.0067
411.54944,6.839955,-37.29849,413.2928,-423.05484,-29.503716,1013.1769
304.93643,286.49048,94.56595,428.95892,-313.16718,-296.8723,911.977
-206.11902,-197.10509,-129.69792,313.30023,203.75194,202.08107,987.195
336.187,194.67813,541.2633,666.24866,-336.67957,-190.59344,1014.3451
253.68427,301.71448,-5.102312,394.22534,411.9286,85.67016,987.9052
3.2804806,368.97852,-561.4947,671.887,-0.9847898,-368.95312,807.65704
113.77951,12.761526,0.32046,114.49348,-217.26006,-22.129444,985.00134
-400.4571,-77.03957,78.17149,415.22498,405.49573,68.41295,1004.06287
-358.15936,33.313614,215.79784,419.4719,351.21216,-2.5880659,932.158
-325.1328,-29.173725,184.11725,374.78214,417.32697,41.9007,996.2746
-0.9047014,-160.67308,-34.64271,164.36787,-20.265558,254.40527,1006.8348
284.186,54.7709,117.594955,312.39417,286.6209,11.013555,81.00335
110.85641,-30.169943,-184.15363,217.05283,-304.92676,204.04662,992.5412
-40.77195,-259.27563,-40.56435,265.57806,54.813423,336.1142,1011.1864
126.63226,-282.77457,690.7674,757.07117,-204.9569,403.57065,977.9578
-48.497116,90.42355,-144.28009,177.04562,58.192986,-120.70662,990.768
207.18431,-105.20813,178.60876,293.0788,116.56652,-81.87963,80.69176
22.216894,278.34317,-116.28617,302.47577,-40.14925,-513.551,1044.6102
-81.745056,-91.98247,-278.95963,304.8959,98.65032,126.7093,1002.55304
-28.654207,-120.637825,643.586,655.42163,38.22292,224.55998,1064.1511
181.9044,219.45529,93.08988,299.85925,-211.63498,-270.92023,994.36316
-227.72966,78.89197,-209.744,319.4954,326.5165,-146.14273,995.06256
-80.4474,21.42196,-339.01898,349.09106,85.67833,-88.65428,995.1368
64.583954,85.835945,-173.36824,203.9496,-300.815,-396.44482,1042.1201
290.29404,138.60126,-73.2305,329.9146,-299.9184,-132.25761,1033.8737
-333.98306,-119.7815,722.76843,805.16254,395.3995,142.33733,1003.8845
-200.84392,-276.73907,-1095.514,1147.6383,218.47081,316.5541,993.5545
-80.28604,-71.634865,-13.465336,108.43771,228.94041,222.63567,1033.5144
50.61371,-140.83246,-135.97826,202.20197,-66.96826,222.0872,1000.2266
-238.19101,86.5743,-232.12157,343.6721,330.8719,-115.7344,988.0442
-291.44498,360.56607,-244.16765,523.9904,299.33502,-357.27957,1078.179
-235.68044,-327.1873,-1143.0485,1212.0878,205.20056,339.6538,976.13873
-92.773895,-55.040577,-22.840536,110.26409,332.96616,215.66577,937.5568
108.44129,-35.686367,6.700479,114.358765,423.54013,-330.14838,89.389175
-249.89047,-217.9666,-549.6316,641.9109,269.944,221.63046,1015.99567
217.65036,257.9653,-42.77251,340.21686,-236.21658,-310.16095,992.40045
-58.70294,-55.190662,50.72122,95.20865,-34.071556,-162.8537,77.47709
-169.36435,213.73535,-121.490875,298.5417,161.08257,-223.0309,821.2644
-55.80973,-231.89,-522.6716,574.52,-48.232822,-177.67459,80.47671
35.527187,157.44829,-20.560839,162.71112,-46.691822,-147.39322,1008.02734
-115.44227,5.121983,-69.44037,134.8152,282.06363,-69.58386,979.24207
143.88338,-186.31268,-224.5481,325.32556,-194.10857,267.0228,984.10767
-283.31653,17.744333,-15.892727,284.31622,315.724,3.6681485,991.62244
69.608086,-289.16867,-121.982574,321.47095,-71.50543,288.24805,1080.0197
-91.799866,-118.08121,300.02966,335.2435,219.75658,281.88132,977.3162
-178.26253,86.208466,-71.47244,210.51784,259.12943,-137.34969,1014.5764
79.771965,-32.461163,174.11082,194.247,-444.99268,194.64964,997.06934
-221.0844,68.21918,452.83752,508.5214,288.15063,-82.661934,1024.0099
61.47982,166.50215,177.66467,251.13242,-61.30468,-161.69589,1031.3116
-238.82042,22.107344,264.02423,356.697,283.05505,0.8058814,993.9326
-13.501359,-137.3434,-131.68727,190.7539,7.0676794,233.35732,575.3257
20.21407,104.527054,32.721195,111.37868,12.234479,-160.27158,1017.32764
26.49981,-162.76181,430.4621,460.96774,-66.107925,489.66028,1071.666
158.96794,123.01328,-85.071365,218.26642,-275.42316,-200.64607,1000.6288
74.45243,-31.619915,93.12681,123.351555,-367.72568,156.4008,1016.28265
166.08401,-193.83968,111.03934,278.3657,-285.4134,341.27313,1086.2015
-1.9612508,-161.17537,-204.90532,260.70587,-9.053081,190.66754,1022.83307
-87.97746,-4.292466,-96.356476,130.5499,190.82669,16.384785,1168.6362
70.804146,-208.60611,85.56352,236.3279,-63.328094,251.16328,998.81555
14.966107,-124.333626,-25.433128,127.787704,1.7742928,127.66286,987.4566
-69.30674,-68.62882,11.74622,98.241196,310.2326,275.88074,987.8679
-61.983997,178.35143,12.165484,189.20691,-160.99054,766.5185,81.0783
243.42665,21.605083,-171.78679,298.72067,-233.44025,-24.351461,1086.1598
-146.56834,-263.0952,-253.6617,393.75836,154.61624,320.9986,974.0355
-266.08545,46.450462,234.97281,358.01028,308.83456,-67.42195,946.28143
60.286514,-124.711044,-73.68966,156.89963,-79.21859,180.74838,775.9993
44.97467,-157.47174,79.766045,182.16122,-71.22538,245.97351,998.0701
20.135397,119.45707,-65.55281,137.74112,-162.90536,-425.83807,1025.1442
-405.30148,76.593544,-97.41034,423.8215,403.56226,-81.10287,971.8688
-64.45584,-66.40727,-13.462934,93.518715,102.543434,117.218346,1029.6665
-86.30197,23.58389,71.68663,114.64381,307.47568,-22.474215,1139.277
201.98624,-6.8929687,200.36877,284.59378,-263.039,25.342989,900.3596
59.895405,-215.45886,-3.056129,223.65004,-92.57216,449.5039,1063.5753
50.002728,-287.52393,-157.23425,331.501,-86.2864,332.83386,978.3482
-276.55176,-185.51884,-485.58438,588.80414,356.09143,211.34915,979.80585
130.51973,305.0303,92.601524,344.46182,-103.40482,-301.74567,980.73785
-55.42869,-72.15871,-16.352898,92.44813,198.52977,227.03783,980.5619
-134.57933,-35.331764,16.425251,140.10617,133.26492,51.724113,995.7239
-35.522144,-75.08098,82.680435,117.196625,213.81349,437.41437,974.42535
-284.34747,-98.370636,-82.89639,312.09308,298.93826,100.30682,1016.6435
-77.76822,-20.671274,23.042892,83.702995,350.73654,84.36415,1000.6582
-32.718723,-319.49826,272.78168,421.3781,32.08271,313.40695,953.09265
-55.698727,111.09126,-262.42538,290.36304,45.534897,-210.75479,747.3126
-281.17194,-366.29514,567.83453,731.89197,266.92953,342.47638,1013.36774
51.058315,-377.68137,-151.6554,410.1823,-90.883606,379.70724,993.194
-220.89755,20.95984,-122.44859,253.43387,305.8201,-27.22351,877.60443
138.20479,228.93762,237.19716,357.45697,-234.29794,-293.30914,1007.451
-39.168655,-205.57538,-893.39014,917.5736,41.525,201.90271,956.3484
45.872276,-315.9102,692.7611,762.7722,-73.84246,477.063,997.7565
-206.4695,275.4336,-135.73776,370.0244,745.5312,-111.12011,1066.4304
117.84001,7.8151536,-116.42371,165.83675,-398.51495,-32.484013,984.40405
347.8026,-50.492245,403.8175,535.33606,-361.66678,61.87921,1005.2294
30.612707,-116.29213,-43.5357,127.89204,-83.36661,245.04843,1093.9386
-198.43759,-26.07975,194.8311,279.31488,514.17755,84.25646,1165.1156
15.982191,-248.65459,57.19527,255.6479,-4.5085626,246.07452,930.34265
-318.9728,56.158722,-146.41464,355.43597,435.3546,-74.21377,1010.2779
232.73358,-182.14272,121.04493,319.3631,-290.15024,242.58157,1003.81586
478.63068,16.704166,254.07802,542.14575,-506.1659,17.04318,1017.8708
-151.71269,36.25307,-1.2866502,155.98943,370.70575,-80.09353,995.61365
144.31818,-1.5143213,356.37836,384.49423,-280.3124,-18.681622,990.32904
219.06493,292.99942,559.13525,668.1844,-244.60945,-320.32007,988.2872
9.614223,-220.83572,246.27718,330.92795,-7.7597504,362.82443,998.4696
-293.27316,66.538795,-429.77597,524.5417,379.8315,-90.090965,964.3012
-71.385765,81.364815,-358.7751,374.74756,102.18798,-128.44284,998.9522
-70.2778,365.3542,-388.39603,537.8421,62.115032,-341.431,1004.6108
164.74077,157.6708,-209.80199,309.86526,-246.60695,-96.333916,896.88934
21.111967,95.61517,-94.6126,136.15997,-64.63794,-232.04036,1019.59674
-365.28564,53.75096,-304.853,478.80908,378.1919,-52.780567,990.8162
-235.97118,-105.00076,99.11125,276.64166,245.68626,100.3344,982.5233
-175.30559,63.36766,125.01287,224.44542,289.49493,-88.91307,1037.5553
-61.333557,-82.0388,-1.9232304,102.44944,169.0701,216.24187,1000.5505
193.37596,158.46985,-367.4193,444.41412,-182.14151,-156.13234,999.0543
-20.787561,-93.67337,-178.02292,202.23502,95.82744,247.70433,993.37506
85.05818,310.79443,-329.0242,460.5269,-108.55874,-380.91333,1005.0877
-66.284584,-77.71745,15.396872,103.29914,236.10022,295.29626,987.22626
43.940258,-137.61194,175.6285,227.4058,-59.214718,178.82928,1021.274
337.91516,206.79134,807.7508,899.67255,-354.90253,-189.57759,1018.07306
-92.068474,73.15236,-152.28014,192.39832,-123.32242,4.105221,79.149925
147.64915,-117.39809,26.359262,190.46631,-158.67285,132.7214,994.3182
-28.903494,-111.99559,316.2957,336.78094,28.36501,197.49837,989.5834
131.68346,-46.995308,-238.68547,276.62225,-176.66959,52.631554,997.9535
-24.512167,-253.03635,-176.2682,309.35214,19.840776,388.71967,998.878
-126.66298,-284.37885,-341.3301,461.97522,141.37744,282.38705,988.9483
-50.05803,-185.73294,-4.630538,192.4162,62.243996,200.12123,1009.10095
-61.893986,185.8987,-139.35704,240.43626,132.73769,-370.38712,1001.20123
-32.193253,108.2047,77.52573,136.94861,118.431885,-396.413,940.8998
-45.615585,-118.220436,214.74391,249.34277,167.68,414.4052,1023.38165
-261.96854,-211.70625,-1712.7124,1745.5175,311.96423,255.69202,989.1974
283.6958,170.2947,-219.55241,397.09805,-346.65182,-221.85217,1001.7972
-123.521324,-133.01085,-379.89517,421.03415,-61.82507,-134.42285,69.2703
67.89783,89.76368,-89.197075,143.60979,-135.12402,-174.3936,953.42255
-341.89282,16.470366,209.0568,401.08194,411.50137,-10.651838,978.96356
136.67625,-174.1081,-170.30472,279.28116,-273.68088,441.4168,1002.62616
-112.990265,3.0112948,87.47666,142.92674,178.35686,-4.914602,1031.4434
45.64533,86.04129,134.17886,165.80286,-67.95014,-108.930664,1015.90857
246.45691,8.530764,860.4819,895.1217,-237.92374,-19.880672,1010.4647
-14.7260065,162.70805,-102.317154,192.76822,34.643024,-256.84592,1007.93195
84.65939,-53.92715,11.077762,100.98558,-153.27719,105.93621,972.7115
-118.57629,4.7128677,6.7511353,118.86187,332.99637,-35.113464,997.1231
44.370342,127.90415,-111.118904,175.14459,-91.4931,-395.28046,1078.092
-154.19417,-93.285446,-69.80634,193.26396,207.45712,138.56657,769.1556
138.48184,18.721386,212.53062,254.356,-223.86427,-26.47172,1034.0288
49.82198,70.03714,338.2235,348.9736,63.90785,145.75241,69.284065
-128.75981,184.22932,56.708828,231.80907,125.37315,-183.824,966.61975
147.22636,-36.588028,329.18155,362.45663,-145.84712,29.736195,1087.112
159.79082,-2.7571213,-72.548805,175.51083,-483.9909,16.855215,977.88666
251.1279,-24.648186,598.79785,649.7935,-287.02243,30.166315,971.14417
-18.319593,-263.79935,-709.5176,757.19275,9.634116,304.203,1009.1745
364.51703,80.04488,-600.68964,707.1831,-427.31128,-91.365326,996.85944
-31.559702,85.1833,15.847646,92.21375,92.5039,-267.37982,1000.25696
-263.93127,-366.00763,305.50958,544.938,240.88683,377.93256,991.2432
133.3763,-90.11505,207.63615,262.7218,-197.94508,154.89537,913.4578
278.88367,48.545082,-168.3555,329.35745,-288.2941,-49.850292,1001.1371
121.05244,-136.08754,-347.0932,391.97858,-119.30465,141.67912,991.19653
-240.40329,24.103281,-149.71321,284.23367,264.58557,-23.86338,989.45935
-242.79999,67.09543,239.92987,347.87927,428.38998,-118.450424,1095.0806
363.24963,-60.538578,-53.015453,372.05627,-396.81155,72.40701,995.7617
190.5725,96.78486,-1010.39606,1032.7562,-196.0699,-96.90172,616.95667
-315.1505,160.96593,-129.02336,376.66553,400.62134,-169.49461,983.49646
113.434364,-19.470749,-67.85306,133.60585,-284.3158,50.926533,981.348
24.230984,-116.682,2.7040837,119.20219,-57.15006,260.50607,1010.52606
16.923567,-177.64777,-32.16341,181.32744,-24.652098,268.17386,947.61304
112.105896,-106.26977,396.79254,425.79965,-176.66876,159.22025,973.5684
-379.47565,127.478195,615.7782,734.4625,390.43512,-82.54674,996.5209
-105.16168,-4.349179,37.313187,111.67,154.16888,-6.5538383,1008.3619
162.49754,56.412106,383.90155,420.67587,-226.55232,-114.92154,987.2768
-219.5915,-221.75844,-97.18045,326.8662,158.40715,242.01624,1010.05414
108.04475,15.04368,-354.6788,371.07553,-343.88214,-53.471428,1001.06195
-253.96353,83.54839,149.45396,306.29123,336.82278,-89.29816,960.32874
-36.133476,93.09957,-42.380478,108.48632,164.98094,-434.7711,1023.95264
-91.251434,17.196972,-110.20647,144.112,167.32336,-26.742899,1046.3547
-46.212673,111.65044,-519.2967,533.1702,79.74409,-139.18713,1012.5231
89.07561,-143.86636,-14.514982,169.83139,-215.39165,335.72906,1017.653
-90.95642,316.46558,-105.68008,345.82053,109.64804,-389.396,999.86426
130.42946,-422.85104,1126.1174,1209.9402,-116.214165,441.62375,1009.00275
-327.79248,69.53526,670.4667,749.53894,403.30847,-63.418407,991.81525
389.36865,-54.928314,269.03278,476.4491,-387.37564,74.60316,987.8861
50.235184,-98.79436,124.64993,166.79779,-27.085337,282.00876,1012.60657
173.33656,191.23228,225.32233,342.6157,-172.75565,-182.84195,1004.0771
-11.341975,-83.63742,49.066883,97.629074,33.60154,256.8476,1034.8734
139.04349,40.834328,68.35513,160.22789,-342.94855,-108.35724,1002.94037
-77.06457,89.705345,33.566895,122.93394,259.92188,-312.82263,987.0396
74.632484,-90.22698,-319.84546,340.6054,-197.71318,208.04297,609.19806
161.0717,-132.80144,74.47075,221.64436,-311.11124,250.01012,998.24786
288.4061,73.18265,41.13039,300.3756,-381.16068,-93.45745,1017.7501
-72.52182,-70.7767,-366.2241,379.98532,152.68358,132.64043,980.4848
87.387314,-7.3925686,-149.9052,173.67435,-312.958,29.0242,1012.1057
-209.97087,-21.96042,-309.8115,374.90427,305.75803,22.33837,1049.6456
-170.64337,228.27646,-155.55003,324.69238,202.96248,-258.84134,950.81586
-62.13802,54.367455,-310.22433,321.02353,216.20503,-135.28358,1011.7988
19.770327,93.30041,127.582344,159.28938,-55.496693,-234.68594,1004.38574
21.971615,150.82216,87.97749,175.98334,-39.3771,-159.42078,998.8898
57.269424,-90.56622,117.7938,159.24016,-127.57133,215.60707,1021.6254
103.8834,13.093201,-97.71916,143.22098,-449.85303,-74.47633,998.5539
83.980446,-227.12195,-198.34464,313.01392,-118.301285,309.55847,1006.0012
322.29755,1.6382571,-317.0183,452.08298,-331.8985,-19.047121,1036.6191
114.823296,65.08362,-244.17802,277.56656,-255.68422,-172.14487,1021.98706
135.79099,-117.52364,924.84686,942.1214,-148.01767,112.26625,1011.92676
-47.783787,317.0221,117.152725,341.33752,-297.1854,-402.4577,987.031
18.990532,-119.10619,31.038525,124.5405,-31.159632,226.51137,971.0888
-322.7847,73.39376,351.69482,482.97604,348.8915,-80.8381,1001.7363
-87.98911,-65.15681,-50.197933,120.446365,209.63986,149.27354,965.6174
-16.342524,-122.65149,-130.0429,179.50388,11.067976,197.88298,1022.5747
-56.120163,183.9241,-514.13324,548.91766,64.19412,-220.44427,1015.2384
-10.478343,220.41959,301.1022,373.30566,8.113051,-386.1609,957.9665
118.56769,-38.805687,-208.5931,243.05406,-166.60934,58.800137,1021.09717
221.50522,-136.02972,77.24145,271.1732,-302.241,189.50838,1007.09534
-307.67136,108.27937,-66.915886,332.96222,399.038,-131.09604,944.27673
-41.38963,-130.75777,-32.6756,140.99081,148.36232,-155.22899,876.39575
-89.6705,-63.8355,119.34568,162.35582,300.858,213.14034,979.6706
-215.28656,43.387657,83.56344,234.97586,264.10236,-27.52761,1008.0718
56.85649,192.80064,10.857648,201.3024,-125.18434,-437.95117,999.8333
-85.98693,-124.4385,-120.19717,193.19957,275.85623,420.07928,1026.2909
47.414734,-113.50512,-87.40413,150.90086,-66.32652,216.15237,756.65765
138.3619,-151.18832,316.85245,377.3561,-220.26509,237.58833,999.039
-24.473417,-149.68819,-498.5132,521.0767,34.22665,203.72057,995.75916
15.346637,174.40631,69.22387,188.26854,-19.925083,-297.62473,989.37036
-46.13724,322.05753,97.65115,339.68436,71.21765,-375.1443,936.78064
267.896,245.24919,768.5547,850.05396,-342.92245,-316.86435,981.8816
12.934054,-171.80708,241.92342,297.0049,12.5759535,164.90964,915.93365
156.02592,-12.715098,-493.6209,517.849,-258.02777,12.663772,1019.6023
-374.7114,-6.842952,774.17535,860.118,381.22488,7.263075,1005.79785
-263.22516,-39.586178,326.92432,421.5852,261.54483,42.42699,1009.0994
234.11958,-88.37578,659.51294,705.3934,-354.9259,133.67456,988.30133
