gentau_vis_px,gentau_vis_py,gentau_vis_pz,gentau_vis_e,genmet_px,genmet_py,boson_mass
-162.16835,-34.55542,-23.52645,167.4699,151.56558,46.370255,1019.5487
-248.14543,-60.94832,312.43924,403.62006,333.45746,102.701775,991.00757
111.231346,-169.7459,46.000797,208.09174,-127.89855,174.31519,644.75946
-108.71512,380.8815,318.18872,508.06866,131.89178,-391.1172,885.1652
-70.625725,-272.86673,-284.96707,400.8123,87.48354,273.06216,1119.7784
-375.16196,128.27115,-691.83026,797.3889,400.26425,-163.48639,985.20667
76.6443,93.41152,189.55084,224.7879,-121.30198,-168.82306,1004.3916
182.84438,338.23715,800.30707,887.8783,-192.42087,-333.4378,1021.9445
35.789394,113.642685,230.0687,259.0891,-49.176777,-195.52092,1000.20044
-183.63074,-129.64996,436.5247,491.00223,178.4606,121.14223,975.73303
-213.19579,3.9348433,17.114975,213.91791,188.75462,-1.1797262,980.35876
25.000074,433.3762,27.203587,434.94824,-24.20685,-449.26862,1016.35156
37.71904,147.42934,315.5045,350.28735,83.988014,-348.4684,1008.9009
135.71703,24.880068,-129.69547,189.3649,-217.8432,-47.96078,993.4404
174.53345,152.221,23.498156,232.77745,-193.74927,-172.15913,996.954
154.21745,-3.6180446,-376.52524,406.89972,-223.3013,-1.9608299,987.3814
193.43542,-112.889046,-49.618065,229.39742,-203.22362,127.27785,1018.30975
-0.6779576,-201.11057,-103.77795,226.30904,-34.713802,229.10696,997.29865
-249.61339,36.03545,-443.28873,510.01013,315.57858,-52.83764,1024.4999
126.82548,-16.786453,106.36162,166.37097,-320.38962,26.299517,996.3516
93.47585,-19.201748,109.47362,145.22711,165.48718,145.85074,1057.3903
-224.64838,-88.6158,366.37558,438.80603,317.2902,113.26589,980.45605
-245.75366,46.86503,-774.26385,813.68036,231.42912,-48.421566,991.0632
-11.894422,182.56065,-119.5407,218.54031,17.768255,-184.33414,1019.9749
-178.04532,-266.2346,-22.331556,321.0603,178.0657,262.86093,1004.7845
193.88062,173.16304,270.89798,375.44757,-257.23273,-209.05103,1006.15106
52.700436,-111.147194,314.6256,337.81702,-207.89943,383.54315,1100.5233
-52.013474,80.94448,-12.513754,97.025894,127.54675,-178.93155,1035.1217
-46.42772,180.71104,-870.7877,890.55225,67.48224,-185.33813,966.3762
-12.214365,-154.14107,-265.81335,307.5149,-17.131891,301.88297,991.78955
148.32735,-54.230927,105.4737,189.91238,-134.37555,42.591,1004.1923
114.555046,52.857437,37.71714,131.67905,-140.8398,-65.94355,981.285
-42.53001,123.96596,-403.39908,424.1547,67.603424,-177.48572,999.9391
-93.47357,115.87639,-178.59395,232.50906,125.30405,-140.51976,646.05804
-46.615593,112.73762,500.12012,514.78436,81.07389,-307.82108,995.7964
61.80602,65.86969,-81.82465,121.87737,-222.5092,-223.93251,767.65283
226.87991,214.6666,66.302826,319.29974,-227.50539,-214.67598,1006.05707
-7.935059,308.3124,-14.476164,308.7541,12.287461,-423.38828,1021.2688
110.02031,207.18626,-293.52634,375.75034,-90.0202,-378.57043,998.1428
-148.08818,-143.71754,149.43678,254.78656,138.63019,144.45981,988.15393
0.3224148,116.82049,44.277977,124.93073,2.9078653,-179.7942,1004.96906
-111.37013,-219.3516,-372.97333,446.79697,-8.556984,-155.15608,81.34418
-120.73665,-270.3313,269.99133,400.68903,121.09529,270.4766,1031.2997
202.84587,126.26376,158.52556,286.7392,-224.31247,-151.75673,1004.2501
151.25555,2.8665133,321.8399,355.62253,-170.83131,-6.41861,976.6962
-63.90405,-112.24418,-158.3879,204.37521,61.741047,112.89731,802.9805
-30.987762,-358.90417,-75.48667,368.06348,29.279432,362.03244,1029.4845
-149.88107,-45.485355,319.32486,355.6707,-271.8099,-117.47067,78.989716
-78.29055,-105.15336,-73.65406,150.37148,304.03918,51.61935,986.2055
161.84642,-34.649082,-549.9105,574.279,-316.82755,138.74489,974.8799
-101.99178,84.361565,-504.58228,521.6536,-372.46307,314.0159,82.073135
96.10707,409.40585,-194.83533,463.4766,-79.5308,-444.8855,983.03326
90.961586,-18.21303,-137.23155,165.64493,-289.79703,72.1925,812.1841
-101.13036,71.44191,114.52133,168.6607,-296.66714,383.4258,75.13717
-84.75241,-65.19018,556.55524,566.73315,141.12512,123.48968,988.3174
-135.21715,-193.10236,-105.65598,258.33197,138.7827,191.17117,1017.7033
-140.04755,77.55468,194.5472,251.94579,158.36153,-53.773136,984.5052
211.66501,24.856695,-173.25056,274.65558,-443.5669,-40.876823,1082.9983
-86.28294,-39.896202,21.602009,97.48385,261.2941,185.40878,710.09753
-143.37224,-78.66493,575.8514,598.62225,151.98006,93.311386,1014.79755
-345.29648,-244.31331,419.68073,595.8612,348.05832,245.7522,1009.31085
352.39032,51.629192,842.6884,914.85974,-401.9269,-62.677513,1129.2686
138.5086,428.4782,-542.8402,705.304,-134.3352,-437.3684,1089.7201
-60.546158,-149.80823,343.7792,379.85855,146.44691,380.94476,1023.55273
-96.26544,-54.0072,-17.731647,111.79555,270.1091,140.81444,992.6804
-113.006065,-215.42511,929.75604,961.0539,121.04054,225.21143,1004.3768
111.385925,268.71045,79.12073,301.45023,-132.10606,-302.24243,981.74133
41.597744,123.9678,-524.6494,540.69904,-92.33121,-342.38095,983.2769
-314.99286,142.34659,1141.0597,1192.267,-290.59332,208.80388,78.17288
168.10962,-18.422016,598.40247,621.84064,-155.50787,20.035454,651.9621
47.618702,97.67953,-159.32837,192.85844,-55.995655,-151.43161,1049.1836
-187.56534,75.5479,-6.374437,202.30946,378.75513,-148.51794,1177.9127
-364.73233,99.4554,-1466.8662,1514.7996,475.15604,-128.02829,1039.7812
180.1038,-134.23172,-287.68146,364.9879,-218.04947,181.64677,920.67053
-78.57263,56.97013,-351.6322,364.78003,-124.69339,73.5482,79.31188
151.95065,63.776745,-75.19764,181.13855,295.31302,125.33144,107.553986
221.60715,191.91595,-41.55041,296.08768,-241.8599,-185.5991,1001.85443
97.788574,-120.462685,3.2472584,155.19159,-191.57214,240.07004,989.5027
219.3932,61.46004,184.69804,293.29865,-223.47574,-59.47233,912.9446
60.05424,-73.55849,-191.06044,213.35762,-206.30205,265.40845,1003.29865
-45.086857,360.3603,-329.30804,490.24094,46.63583,-358.72635,991.7974
-253.23155,221.279,385.98062,511.92938,312.81833,-284.23917,999.287
76.44058,-457.45267,-186.53598,499.9018,-53.907814,447.83142,973.9558
-213.60551,258.32504,-688.80383,766.03534,210.68872,-262.9618,997.95215
-85.796715,-264.46097,-713.29535,765.5658,79.997795,262.1435,983.35
97.98567,80.271835,400.34073,419.90173,-107.73841,-81.94404,1017.0563
-103.40569,-14.0473585,-150.18301,182.87975,-272.78622,-56.716393,80.37412
-222.2684,331.78723,128.38115,419.4851,215.76251,-296.1011,1031.5757
-34.785748,-208.09883,-619.2271,654.1845,61.865906,167.31328,986.1095
258.76746,171.2099,-185.85461,361.68408,-308.70813,-216.88132,1119.2534
82.538055,27.673698,-20.570915,89.45136,-288.33374,-92.13581,947.2399
12.114027,-98.08245,251.36452,270.09454,-21.75427,142.11748,1014.41534
-112.12571,54.68679,136.98607,185.27823,257.33163,-132.08748,998.974
-237.60617,151.4736,677.536,733.79565,235.66623,-146.06511,996.62823
-41.776726,-112.09446,-20.095387,121.30247,59.877407,133.02222,811.1442
-283.64932,-103.33383,-412.98227,511.55566,307.2068,110.64706,1051.8032
208.28041,-5.0668187,-669.5493,701.21515,-335.8315,52.533318,1040.3593
73.07666,-283.69427,50.4364,297.265,-69.77551,284.70483,994.3107
-246.7903,-40.96882,-242.35318,348.30875,303.52148,49.66391,1007.03625
117.721275,-76.34594,13.536337,140.96188,-182.30855,130.25287,897.6336
-272.0864,-321.87958,-700.32153,817.36633,273.80115,318.9749,1045.9374
92.17724,335.38977,871.9247,938.7415,-133.16298,-461.57983,1052.0168
-101.07819,-47.126354,-155.2729,191.17372,256.29184,131.40594,1002.22656
62.49726,-83.90932,-107.74707,150.18692,-174.59052,227.09886,977.47894
-21.538652,282.5925,263.6196,387.06296,18.20463,-353.94168,989.0452
-122.60883,-85.7571,39.366047,154.71558,-1062.3466,290.1888,1000.38184
118.92414,-3.8386378,-144.83769,187.4451,-487.86346,14.742341,995.18396
202.10574,26.892973,-213.16544,294.9737,-261.51123,-37.036957,1023.1912
-139.84822,-173.47134,-29.803324,224.80678,208.3877,258.87305,995.6617
-360.64642,-140.84602,-134.35005,409.82117,419.4433,148.6685,1005.0449
91.04162,-79.8248,-136.59427,182.5338,-138.28055,120.678185,1045.2346
-393.72195,-195.0223,848.0277,955.09247,443.60422,224.68394,1101.1042
-40.19433,-70.00216,34.954067,87.96415,59.781982,164.74547,1004.4822
-62.63506,266.5399,-832.3593,876.2356,60.284527,-298.0598,992.84296
-193.2586,99.748764,-270.87332,347.37744,198.50212,-114.43653,948.37897
-88.1138,74.91515,291.70728,313.7985,92.4898,-81.82693,948.32385
83.071396,-75.31731,-51.425285,123.36179,-47.32581,254.7006,1023.47144
54.18941,292.20346,-20.049757,297.86133,-55.718895,-314.0255,1001.2285
-63.907265,117.60385,-320.50067,347.32623,189.42981,-334.81027,1009.7917
-99.10753,63.064938,37.304085,123.25211,-253.17369,64.15194,81.68997
146.7553,270.4952,495.3428,583.1546,-190.16379,-347.07172,1009.0078
19.47564,109.05691,68.312164,130.151,-34.664085,-140.47649,1017.1275
-278.1346,303.58563,1403.4359,1462.5852,302.08627,-285.3358,972.80316
167.86673,21.203144,-301.33395,345.5879,-179.88908,-8.951499,1024.9191
78.85448,-169.80167,373.20132,417.5283,-78.01822,171.76952,1006.2398
-192.12714,256.08295,-68.29649,327.3465,-179.73103,310.6729,78.89936
98.872116,-129.56755,-399.38507,431.36053,-181.17969,210.94807,985.6866
-178.75555,-17.034899,-98.73842,204.92198,-179.17343,63.1461,79.58857
79.9617,-57.917866,-1.8793877,98.75173,-136.83861,86.98051,976.86743
-164.20807,85.469444,-445.20822,482.16147,139.1032,-90.266266,835.78827
-41.221874,113.93201,-153.8118,195.80045,229.36815,8.319858,1024.6592
16.772709,173.87369,-62.935127,185.67238,-45.555347,-426.762,997.13904
111.72461,50.690434,317.23117,340.12872,-266.8911,-158.20184,993.3164
-40.26659,-195.95312,-438.9283,482.36618,39.116047,190.91087,1008.59265
60.89605,-105.94535,126.91954,176.18546,-219.99988,362.01614,982.70135
39.499184,-201.38089,180.11852,273.05206,-78.703224,294.12354,1017.026
142.76888,-223.82632,-192.35014,327.84106,-181.62846,255.37016,1059.9199
-396.14932,-91.57851,497.92282,642.84375,419.29752,68.723976,1151.5594
148.50415,14.636871,-166.40007,223.51001,-344.2969,-28.62512,986.46576
69.65639,-221.6993,459.11484,514.57654,-62.59257,232.77257,985.8436
-52.00711,77.11682,496.00616,504.65222,-62.80266,-393.53702,1015.75836
341.076,-98.52039,-148.3598,384.77264,-396.33563,126.163055,998.0594
170.60835,28.008013,20.7551,174.13342,-202.87134,-26.895897,918.79346
-327.0029,-25.96023,381.34912,503.02286,337.3334,25.499216,990.6521
-23.177492,-139.33559,229.50996,269.49295,39.56778,193.67303,1024.6235
132.85326,348.5551,-286.21915,470.1724,-192.19345,-424.74326,1077.7999
160.11934,-83.22945,201.23512,270.29788,-210.93265,110.24743,1002.03546
74.261604,66.87683,14.12989,100.93052,-135.49336,-143.50648,960.1881
103.207115,-44.877525,74.32874,134.87209,-159.14668,82.891,943.5631
-9.62984,343.16846,-96.850235,356.7034,20.205032,-355.15176,1012.50494
-212.61388,342.80096,-192.47382,446.94894,236.16115,-382.74054,998.1961
