tau_vis_px,tau_vis_py,tau_vis_pz,tau_vis_e,met_px,met_py
64.333824,-114.21155,461.31143,480.4325,-532.9566,-46.456676
-599.07806,-120.73324,111.83386,626.2468,-132.06058,32.792217
162.35234,-179.0595,-16.331547,242.98752,144.13646,139.38103
25.968689,-111.01596,-207.08148,236.73802,16.462181,-165.48824
-41.718895,-72.10904,419.29404,427.5142,-262.01233,-214.75992
45.982338,85.77612,357.80835,370.99002,195.2987,-13.839859
152.54192,41.61086,307.6721,346.3293,240.84023,-7.7643166
95.26288,-170.75854,441.57474,483.5414,117.29406,-164.17052
-132.18909,480.04456,-1393.9321,1481.7686,-66.05308,106.07001
-376.93268,-92.15521,-212.85896,443.28937,-140.15433,-114.378296
160.99252,-75.19517,144.12807,230.33148,134.93001,561.76715
-25.781097,-105.83012,-7.0185175,110.91711,114.98995,61.099693
-103.512146,-8.345612,-745.16656,752.51917,-105.86706,-73.945724
127.04172,41.0389,-65.62713,149.28664,193.97223,105.65061
-196.65979,4.1014857,444.63434,487.04056,-507.06046,170.98358
17.48874,99.52208,214.58104,237.75177,207.83409,10.130448
81.48088,-28.214554,0.96108127,89.440125,-208.95866,-45.248283
17.145187,-169.88545,1144.6056,1157.4363,436.12384,351.6957
74.330696,348.66727,580.8089,681.9011,0.0057477825,126.3409
82.988525,66.297386,106.46768,151.59901,-74.28099,102.43241
-63.05523,154.11855,352.54694,389.9832,11.93494,-141.3045
-162.919,187.03587,-275.0584,371.8397,10.0268135,162.45564
-97.1942,-10.850419,-147.59221,177.37639,89.44937,-130.4394
86.4561,55.824715,14.723203,105.71414,407.3828,316.7378
787.28436,-314.3452,666.4344,1079.795,-698.5253,279.06772
-54.414017,78.03168,-1445.8579,1449.0634,58.035294,110.34019
-29.160498,95.26371,152.18257,182.01752,-286.25284,-260.45044
85.640015,-101.09302,29.922626,140.29585,53.08514,129.59705
438.59894,-350.0889,-87.117775,571.4943,-102.15126,108.15831
-155.4644,7.749028,-1366.5615,1375.4552,-355.57144,135.37233
-250.21732,-116.35727,14.331406,279.4103,-103.46667,130.40685
-44.30055,210.019,39.28155,219.55568,-72.617294,123.77545
-55.923462,71.70184,61.987812,110.374954,25.684765,-122.044044
-158.02644,128.71515,-461.55026,504.6306,-238.91463,-112.031654
62.040695,58.27113,-32.86084,92.35324,-166.42899,398.02402
-236.00075,102.93741,-582.9223,637.5089,-145.82469,-39.525124
5.1723247,165.13736,124.88585,208.06708,123.63678,-80.23872
