tau_vis_px,tau_vis_py,tau_vis_pz,tau_vis_e,met_px,met_py
-365.47043,-46.399647,-285.2015,466.04306,334.50937,37.038017
115.81561,-62.638393,272.8923,303.01157,-113.8363,51.077644
-190.82425,159.7641,-198.5921,318.40048,188.03014,-152.52556
-43.629623,-308.3547,-68.095924,318.7869,62.209812,275.39966
-266.83768,-207.33359,-644.48456,727.728,265.35934,195.62509
-293.6501,12.13422,-17.583502,294.42657,286.9823,-13.027776
-191.43466,182.52562,424.93155,500.53284,170.05225,-181.40218
-13.45971,149.1935,-10.844818,150.19733,47.42928,-165.66988
106.25667,-294.8926,-630.6937,704.49817,-109.93003,296.6869
-178.49113,304.41357,-183.9193,397.93597,175.64984,-304.13382
-107.66304,-144.22589,601.9246,628.25867,106.645966,132.31723
263.52695,182.708,-449.96762,552.5436,-282.91467,-171.53185
-105.71767,197.57977,-16.681477,224.70761,104.062805,-210.55714
-3.7279437,167.27399,0.5090911,169.91771,18.870499,-161.25308
-104.67634,-135.82042,-197.68762,261.6988,100.32862,201.31525
-47.49059,-307.32773,-516.7916,603.16626,44.516544,302.80225
-387.90063,236.9401,607.1985,758.48706,380.9561,-222.70995
256.0353,15.525481,-869.39575,906.4886,-241.25677,-16.585321
155.48708,-133.25826,-246.91002,320.7802,-120.59535,148.30432
90.37415,189.32483,24.777924,216.27507,-106.44437,-173.56813
-125.99328,-150.0618,-14.698088,196.51892,543.5497,51.25253
177.67459,-60.173508,440.34814,478.64117,-180.95973,58.60508
-255.22458,421.31638,510.48132,709.42004,250.81581,-422.11612
232.0694,-97.195435,9.91334,251.80077,-230.4315,95.62267
-293.7933,184.6511,-66.43577,353.32587,282.35162,-177.8269
249.79509,-162.493,306.40134,427.41736,-247.95454,164.35182
-65.90427,249.01707,512.8836,573.975,68.58542,-241.78726
-168.48279,389.08676,-200.29054,468.93155,181.01733,-400.92566
-227.55614,94.28985,158.346,292.82785,201.54752,-55.51627
98.54344,226.32039,162.15417,295.34354,-111.507515,-218.73628
205.96413,-183.84624,1006.7685,1043.9648,-203.50491,177.75735
-192.94092,25.864342,619.7064,649.5678,180.06357,-29.314959
-182.78593,-33.93184,-465.48444,501.23895,38.854637,160.51225
-10.294423,270.96924,-848.1654,890.45844,-11.177856,-254.0701
-29.50067,457.71652,275.37997,535.03046,37.05296,-461.6105
113.79697,106.811195,-218.01479,268.12302,-114.71964,-107.21725
317.61353,77.59533,-199.597,383.06863,-325.82532,-70.30241
-139.4846,-348.8904,1164.0469,1223.1873,133.19267,341.6719
-117.216675,-103.8256,-222.81062,272.3512,117.205124,109.03795
158.03328,295.45505,-142.344,364.05014,-148.24655,-291.78946
-51.67567,-352.85327,183.68608,401.1528,35.41803,348.32574
72.41148,-88.520935,-640.8138,650.96936,-88.32274,83.18485
264.70685,319.22922,142.22275,438.56943,-260.60773,-323.8127
-2.0286136,-259.34317,-562.89014,619.765,-57.568832,267.5965
-466.16238,65.1834,533.7842,711.68,464.4947,-60.671566
-35.71696,292.9567,1319.5187,1352.2852,49.463585,-280.82236
154.20563,-237.9521,831.43274,878.49115,-154.25984,244.46855
-17.52794,183.43109,-708.2415,731.8205,1.1479368,-205.16377
336.00784,258.577,-330.60764,537.6526,-335.45486,-260.39713
189.16792,224.40048,197.71988,353.8854,-193.46072,-240.44936
-373.295,110.689926,66.20861,400.4423,373.7065,-108.83412
165.029,130.10785,70.113785,221.86781,-173.80896,-151.79225
-139.69794,-171.34367,-1098.3304,1120.3629,117.11149,163.1938
-192.77246,66.19097,968.6367,989.856,179.65385,-76.49074
37.177704,-244.30121,-68.80909,256.515,-35.79628,235.35571
-84.13349,-276.059,-506.9253,583.31836,103.457016,282.30835
151.96658,247.99976,-89.12555,304.20605,-151.9972,-255.3337
304.863,-28.891922,-44.48864,309.4438,-312.7119,18.45638
123.449295,-121.76653,-118.99703,210.30464,-121.626274,119.31946
-11.788201,-236.24626,383.9654,451.04166,18.197115,229.98909
67.71517,73.83249,-134.82222,168.0087,-120.143105,-99.9479
-41.646748,204.81743,-165.2782,266.53418,69.269264,-215.31476
192.7108,104.23111,-124.107864,251.80692,-202.87183,-93.33327
66.998604,341.43817,-367.02524,505.74457,-70.534515,-341.44867
315.1846,-188.11821,84.69584,376.7004,-297.29285,172.34361
30.28183,-127.10986,-26.612034,133.41403,-26.380877,138.01788
393.34183,-75.12226,756.364,855.83484,-381.1363,89.31738
-13.814587,279.40167,99.464294,296.9017,16.763931,-274.1191
-317.27823,145.07735,-545.41394,647.45166,336.77457,-129.00436
-170.5186,323.3416,-155.54285,397.4694,178.81418,-333.65112
152.71666,-20.320393,-139.45122,207.86829,-154.6043,6.955317
-126.72406,166.0731,185.3334,279.26288,108.08308,-147.4474
-29.76746,308.15353,-1637.663,1666.669,33.97732,-307.29016
215.82848,123.159325,228.61201,337.6832,-201.05049,-135.32462
-266.6379,109.61695,-922.3681,966.3969,259.74387,-106.12726
12.976726,277.941,-127.91679,306.25415,-0.16860175,-279.32675
-8.64385,187.2333,-55.12383,195.42091,4.9676766,-203.01945
-245.60426,-31.962315,-187.80559,310.83472,236.95914,31.911057
77.95507,-377.25568,-29.602308,386.3646,-84.43083,373.18375
15.185973,-135.64508,60.114784,149.1516,-16.399897,143.85193
-320.89023,-142.21748,-240.38918,425.65952,364.07236,135.4316
74.38236,289.90512,243.02827,385.87317,-76.039505,-308.80252
-310.08832,-214.66266,475.31183,606.8816,308.56198,213.6818
-288.74634,167.22221,-532.9071,628.75244,300.74902,-160.39287
-60.235176,-102.295784,-13.104058,119.488525,60.621914,110.1589
213.7761,332.96298,-1053.8367,1125.923,-209.61646,-330.2726
136.07692,305.38293,-834.72485,899.2079,-135.01054,-303.53595
342.32513,203.66579,-243.01752,466.61057,-360.7826,-193.47852
354.55362,289.68542,-727.77,859.8194,-350.64075,-287.80508
-279.8467,-224.94699,532.1559,642.0404,274.68988,221.56978
-275.40363,138.68507,481.02875,571.377,274.23572,-137.87492
77.89895,-61.241337,-99.69869,140.59413,166.76955,116.08571
-285.81653,-67.43538,172.22523,340.71524,298.906,60.70279
-172.31886,-168.44505,264.5469,357.8598,175.71729,164.014
80.196915,164.21771,-268.08252,324.44946,-61.818348,-160.79234
-179.37325,100.98768,43.814793,210.62918,213.67053,-110.6006
-207.7883,357.65216,-431.27344,597.5692,208.59789,-355.22174
356.7315,-278.57394,381.63403,592.11694,-363.90018,263.93372
69.29548,-205.96564,578.4667,617.93823,-56.557365,207.02693
-12.042464,184.61287,-120.88509,220.9981,13.02607,-187.46992
-115.09429,-357.06116,-229.23703,439.64688,108.728424,345.81973
171.10812,76.60976,-18.922962,188.42813,-167.2895,-77.18015
64.32119,294.2381,-202.92497,363.21198,-53.620636,-315.266
87.798645,-89.96372,-519.85077,534.84827,-88.96167,86.072716
-306.7965,303.06342,-970.05505,1061.719,318.24734,-318.01047
147.66602,-55.10908,8.730477,157.8762,-155.18814,34.158024
238.19873,43.947,418.02423,483.13593,-254.94255,-29.241184
-298.4103,43.815247,554.1543,630.9336,285.21414,-52.305313
-60.27563,294.7041,-35.254295,302.87512,78.132614,-299.83047
153.5815,-179.34244,91.03886,253.12231,-150.32138,185.2545
-57.574173,-63.725967,-230.15508,245.6651,142.40797,22.611818
218.4545,143.20877,884.8009,923.10284,-238.4628,-126.168686
197.39302,-75.59441,-553.4485,592.4513,-194.14674,72.87343
-47.86428,304.94925,295.217,427.12985,36.380966,-293.76855
-65.62755,278.8902,-797.0645,847.0031,53.821804,-257.4545
-93.25445,193.3604,585.9473,624.0352,67.440735,-210.2295
-409.25385,210.68544,58.076347,463.98148,409.40387,-202.13753
179.03522,-160.3807,-296.4728,381.67163,-184.41435,156.02115
-316.9104,-83.18469,63.575863,333.75745,304.0955,106.50385
144.62047,0.26736915,129.73187,194.28857,-133.97139,1.7184907
-169.39456,-51.032352,180.77672,252.94083,169.53325,50.01716
-76.96333,-353.58047,261.3358,446.37256,50.3787,330.72333
-335.67484,-222.80746,155.40594,431.8561,331.64777,215.31818
-345.82816,-376.44278,-414.01764,657.81354,343.5277,353.08252
332.07144,-178.92879,133.59637,400.6277,-324.3261,178.39743
168.33638,96.21718,34.50331,196.9417,-158.59111,-108.180984
-57.035606,-174.83673,531.15643,562.1343,41.47107,192.95201
363.745,-11.193162,-1374.1075,1421.4867,-361.91797,22.572592
281.52982,131.265,253.78377,401.11813,-288.1496,-152.82213
283.97983,-68.54516,74.298195,301.44852,-261.75217,53.82096
-211.82027,-264.6647,-27.995104,340.15936,234.51508,268.46832
-155.26427,-54.39914,-197.45665,257.014,116.6478,47.192307
-84.76605,-95.13989,12.3901205,128.02985,79.923195,98.17115
494.2067,-39.527218,-1910.4725,1973.7548,-495.9416,65.12662
-328.1084,11.054047,-64.72035,334.63034,338.90045,-8.16092
-487.9845,263.0939,-738.8769,923.9661,489.08847,-254.08293
-253.08879,226.7717,-174.19852,381.89096,251.83699,-233.12643
255.78877,-80.78341,352.304,442.8016,-234.35435,67.2143
172.1882,49.22375,37.73112,183.02084,-171.59337,-46.70843
92.9025,-164.5849,-58.400513,197.93349,-90.973755,170.44661
96.81249,74.78618,253.5128,281.48703,-96.7922,-71.97085
172.02115,230.8616,444.04532,529.2113,-180.27492,-228.16846
-275.2072,-48.236645,-589.0104,651.91956,261.76132,38.027046
447.7851,33.02379,-60.35849,453.91522,-432.56677,-40.386948
-130.60756,-102.78205,271.03418,317.96854,28.466555,-240.27122
-324.258,242.48195,-2290.3567,2325.877,316.24353,-239.92577
319.25803,306.0546,987.0813,1081.6305,-315.3757,-300.08246
-179.77414,-52.92048,-739.1261,762.51355,176.34282,51.580967
138.77002,115.40792,-19.505836,181.54057,-124.661865,-111.84023
427.03845,61.955997,-785.2835,896.3799,-426.11707,-75.008194
40.731266,209.80786,115.44266,242.9113,-64.4286,-181.00151
-180.76567,-113.03472,-95.306526,233.53297,157.4461,128.02213
136.98018,184.97533,205.03075,308.25015,-127.27566,-178.1027
218.44875,173.72159,122.796715,304.92953,-209.6399,-171.3176
-144.45111,111.80398,7.350529,183.85765,121.65106,-91.03824
164.76831,17.296268,241.6765,293.07806,-174.27118,-17.91896
275.307,-54.43542,472.19403,549.2951,-262.6086,50.21325
-15.564062,268.55603,778.33453,823.52094,16.862646,-254.48624
-355.9748,39.20857,-100.7489,372.0379,349.92563,-54.003952
-257.25528,211.0914,542.42755,636.3715,253.08191,-225.82172
191.48259,-154.16754,327.67053,409.69125,-211.53906,185.76077
400.40958,-96.487526,-243.47159,478.45294,-398.73132,97.7868
441.68655,28.164543,-1107.8976,1193.0337,-438.23782,-27.876406
228.66292,-106.31263,17.42151,252.7779,-241.59743,84.22051
-18.470633,-273.36163,82.04435,286.0941,13.016464,264.26276
227.18953,159.70128,-154.52878,317.80508,-228.86311,-156.24109
181.61649,167.3034,406.71188,475.8041,-181.92342,-164.69716
-200.20471,-418.30557,567.2441,732.6861,91.67534,553.7873
-161.35962,173.52933,-351.06097,423.56467,140.3056,-137.64552
189.93538,-188.48308,268.5559,379.11084,685.67145,333.43805
-131.40195,-326.94638,162.2972,387.9645,116.20513,330.1809
95.66552,54.839024,44.75944,119.0138,-175.6561,-182.69353
366.00677,-146.35245,-1384.521,1439.5588,-354.88364,145.83849
244.53798,210.1154,-518.00616,610.21655,-240.952,-209.70204
149.1681,-298.4493,1489.2719,1526.192,-143.16924,285.0888
379.29047,-90.79147,25.401814,390.88144,-359.41806,99.777176
85.11328,-42.209732,-116.97772,150.74898,-167.41925,-37.49628
-204.7074,-148.3863,501.5002,561.6494,197.60666,132.42685
-27.207644,-293.66876,-1552.5315,1580.296,39.737816,292.68454
-292.02817,57.872787,452.58362,541.7223,300.22958,-55.139835
-15.828933,395.3612,314.47333,505.4707,25.643953,-405.25317
-231.38016,-38.320103,499.84772,552.1354,229.66025,22.620434
-137.76889,-13.643273,-215.2141,255.89749,143.54628,3.2509053
77.26848,-121.44809,394.15402,419.61826,-74.31353,118.960434
416.20798,69.59507,-1030.3799,1113.4442,-406.3099,-53.998497
-371.97244,-124.34753,-450.85507,597.57697,355.0391,123.42369
-141.82706,-190.57397,334.2759,410.0953,138.57837,183.1279
-148.05505,202.63828,149.5031,293.07672,131.5048,-184.1656
214.41626,17.1063,-30.941977,217.31184,-191.49364,-43.313183
29.116974,341.43906,-254.3466,426.79504,-28.261246,-311.54752
214.11662,330.60397,762.3738,858.1613,-220.65526,-318.732
-81.3087,-191.24327,-728.7778,758.29175,68.23967,166.08722
62.50341,-355.08698,-273.2705,452.40494,-67.6564,345.0735
-58.945946,474.40836,217.16394,525.06964,70.00105,-475.54752
-330.26263,-91.59199,-116.46808,361.97922,315.92123,72.75358
-27.647352,-386.2459,-40.374794,389.40396,22.794212,387.61743
291.36685,193.27206,-453.74808,572.9376,-303.38254,-195.86595
249.35294,-182.90924,314.68423,441.2083,-233.6828,174.04521
-107.23227,120.72798,-15.841163,162.25311,110.87781,-107.92504
373.92792,-67.47088,325.40747,500.26514,-369.48077,51.910007
180.49059,-29.998997,56.099064,191.37878,-184.39183,35.727642
-158.60075,-95.09659,-40.069817,189.22095,154.51793,97.325714
-27.057106,357.30798,258.60074,441.9173,-0.19571185,-341.64923
228.43977,-459.84348,777.99615,932.1708,-218.76392,452.1327
-280.17767,124.766075,-51.138885,310.93948,290.2834,-113.18573
182.6849,-14.244352,-80.24108,200.10501,-162.03789,2.1973634
313.24567,-342.33447,-1022.5677,1123.041,-321.78384,352.25583
500.28937,-57.688667,204.7079,543.62006,-476.65588,53.557858
48.1058,-435.6564,186.25243,476.23947,-40.630375,437.96817
419.18298,77.211,9.202947,426.3484,-383.26157,-86.63808
-259.9344,200.94737,-592.20544,677.4011,259.2827,-195.52351
99.82162,257.20203,-328.59616,429.06024,-98.05693,-249.2
-233.01526,133.28604,68.927475,277.15332,222.03471,-110.38672
298.04852,172.63261,-285.04636,447.08707,-306.25482,-179.25522
-175.29205,281.4895,-263.13925,423.33707,173.7728,-279.36395
471.07913,-110.80168,-104.60335,495.38803,-466.43576,105.2067
-183.01762,-140.683,-512.43365,562.03046,182.0289,133.78064
-202.8436,235.32526,21.099005,311.39844,104.23972,80.08913
196.46472,-21.825256,173.28362,262.8779,-201.42163,38.70505
-289.04593,355.33377,-226.07155,510.802,287.2786,-353.40387
368.76715,-81.59339,209.24065,431.8674,-365.24973,74.704636
92.688774,178.26735,625.89996,657.37396,-85.43978,-172.02225
34.39993,125.675354,-29.647219,134.06415,-14.77307,-123.85499
-316.22855,-230.69995,-536.6813,664.3823,321.74377,231.47961
-122.34463,-38.466984,-58.304043,142.13391,134.91496,47.403145
-105.57809,199.40076,-111.681404,251.9388,106.75482,-190.58984
246.58066,270.35507,305.6694,476.92145,-275.99158,-262.19122
-368.0963,53.585888,901.5622,975.31433,349.88867,-63.916714
183.64885,70.96715,-343.43326,395.87805,-172.22719,-69.359505
1.4174618,278.44067,-20.769945,279.21848,7.2432747,-254.00218
-26.621305,194.74193,330.6687,384.6889,17.247053,-202.05086
-24.821838,253.5324,-371.7569,450.66397,38.23125,-238.94225
118.72712,-217.08966,-195.3935,315.3118,-123.59323,214.461
-300.86044,137.99437,97.141365,345.0079,305.92685,-146.5798
193.19713,385.85837,-404.40994,601.96387,-196.99797,-396.36206
-21.851376,-116.65706,-131.33182,177.0219,9.739248,158.05695
40.97741,-216.20767,68.4035,230.45146,-33.610645,193.45396
-167.39598,-109.29433,-377.9674,427.58676,176.2119,120.722755
282.69904,-153.45381,-168.89595,363.30927,-189.14352,-303.4035
103.89344,245.0829,345.79913,436.40515,-107.16703,-256.59348
-133.92644,-330.65475,-413.58813,546.19385,137.49738,316.45255
30.719063,-273.27075,40.450787,277.96677,-18.034029,270.10623
147.8982,-23.609089,66.01144,163.67645,-151.8983,33.084183
-205.3741,-73.85833,652.9988,688.50635,224.77571,51.175415
-151.39243,221.0452,-35.9419,270.3838,144.61174,-209.0928
-178.3036,-207.33437,-587.65656,651.1619,171.77594,223.09534
455.80823,275.49603,-173.99545,560.30115,-453.32455,-278.42682
177.8484,-243.0202,-329.89075,446.73767,-165.7093,260.39346
498.06723,273.71274,-10.683781,572.9809,-511.05017,-266.68326
-176.3988,47.231907,-160.32268,243.00928,470.68484,-192.28406
586.5635,-106.71084,60.086006,599.2253,-589.7832,95.971
233.20209,-86.958206,10.700446,249.12169,-220.55005,81.85227
308.62955,322.975,-282.53024,528.7175,-308.0399,-322.05777
-414.08478,132.33588,549.10535,700.37317,391.8903,-110.427666
181.48465,-38.594078,-167.68585,250.09286,-180.39943,34.77418
36.63834,168.53671,22.912706,173.99037,-30.42709,-165.48366
266.96625,-155.80673,163.46666,349.68338,-261.49268,148.17781
205.35722,277.93066,795.36755,867.2129,-209.8894,-269.2063
-198.00319,-213.27411,224.40913,367.49228,190.4451,213.70444
199.72989,-204.98608,-53.52532,291.1651,-193.9921,187.48866
-133.06581,249.41536,1397.4941,1425.8845,132.73001,-245.905
64.38374,246.70049,257.40945,362.48602,-65.665215,-251.04138
170.61601,-506.61652,355.8749,642.2088,-171.15863,498.90665
-134.19916,-97.78413,-212.69745,269.8459,133.03375,99.7147
157.8178,299.4399,78.67174,347.5083,-160.04367,-298.85406
86.90711,284.08646,123.010765,321.5942,-78.34456,-250.44774
-42.392406,286.32986,137.91017,320.64383,38.691925,-279.0217
9.176445,-211.50728,168.99486,270.89795,-12.890291,213.60995
-232.89876,-88.53665,1076.7512,1105.204,234.16048,92.49402
-169.66592,18.823744,13.977997,171.29019,180.02765,-23.927889
367.6027,26.540367,490.04514,613.18134,-382.03143,-3.8057387
-80.342896,195.91008,-106.52397,237.10516,84.14348,-191.3481
195.19012,10.114458,-78.82809,210.77554,-218.08202,-14.003181
-128.36676,-166.53838,-1019.841,1041.3429,129.34035,180.97774
129.37506,298.97073,173.53682,369.1084,-82.270546,-299.33
-377.4659,168.05429,-45.56518,415.76544,381.41568,-171.42693
-65.9539,-211.624,97.670525,242.22852,69.69076,242.57564
38.212715,-198.9757,-86.86006,220.47946,-30.09503,207.4917
-171.00682,489.0721,-728.4863,893.94025,164.3369,-486.75476
-238.95436,-199.69675,99.04189,326.79144,223.37761,190.04643
-8.92033,-307.21222,121.82776,330.75034,7.835088,300.96436
-304.70602,285.69388,185.2554,457.38043,301.5583,-284.9769
-64.120155,110.41817,-258.41006,288.27066,76.817726,-98.9366
-68.220085,-155.4821,-17.346272,170.78517,71.16052,156.46768
-184.63118,-118.769356,-110.05509,245.6714,192.98701,98.99973
-239.57465,152.08818,-455.87134,536.97864,235.73547,-151.70676
-173.42586,375.452,656.0991,775.57446,171.96869,-370.31705
-115.97181,223.6188,-827.58417,865.0871,117.15757,-209.50159
-158.48584,205.42642,106.26416,280.6976,182.88943,-203.35619
88.926834,137.92229,-178.80334,242.80302,-101.58305,-142.3907
82.53593,198.87288,675.55945,709.0439,-81.83273,-195.82434
-155.84962,-246.1134,-249.21483,383.36755,159.76477,240.6109
-165.07039,-137.27336,-948.84344,972.8312,160.48128,128.6092
130.24205,-121.99609,214.24333,278.8312,-127.1774,145.15575
-310.32086,100.02493,-25.779465,327.06058,277.53143,-91.6425
-131.81316,437.9003,-33.32806,458.5258,119.056175,-432.68707
61.397316,-122.601555,-51.544323,146.50616,-44.89822,133.67186
-145.4011,-202.25247,194.68153,316.149,142.6852,199.04178
-156.65392,-197.98875,78.09602,264.33926,163.97168,202.36545
476.8968,-97.393166,872.6526,999.23065,-477.97406,99.74654
-113.61737,-157.17915,-160.0695,251.4701,103.06903,140.67767
112.219124,-58.480717,-166.92683,209.4717,-110.356606,58.640427
-114.88435,-249.33421,151.211,313.42212,113.41532,245.65466
97.50785,129.56258,24.997734,164.07057,-256.67032,21.31858
-175.79747,-206.3225,-644.0399,698.7577,151.34978,202.9244
-161.88864,-121.29195,-16.216105,202.93962,164.22446,117.740875
218.4843,269.0453,-239.81657,421.47046,-210.21425,-267.02734
297.223,-124.92263,-764.84863,830.35345,-322.8567,131.74709
82.04804,-5.5248694,-21.702112,85.04939,-355.73267,-213.68132
-255.54369,-82.106865,-146.65451,305.8917,267.2911,68.76602
-106.94187,-112.944176,446.79846,473.10068,100.511475,112.32548
86.40909,218.57027,354.0142,425.31723,-94.3254,-213.57387
-99.643425,-256.9007,472.36633,546.86334,107.07806,245.14677
-160.76292,-294.30664,-1425.5667,1464.48,150.33247,306.57242
-103.307915,90.89125,-184.95473,230.52551,119.459496,-99.29565
-301.49878,167.29791,-224.60759,411.51434,279.89737,-176.84634
-395.3724,-30.532644,-385.97394,553.3789,400.26004,29.691002
284.24182,-135.15433,616.6121,692.2997,-289.27103,131.43925
-303.1232,84.36113,305.5625,438.6,301.52417,-90.29075
-232.1607,-57.054993,-236.10883,336.0086,238.88312,67.0695
194.61346,46.547165,-27.499752,202.10187,-198.27019,-51.838047
163.26483,-19.181486,174.56137,239.78726,-159.64969,20.002718
-207.75383,-77.337814,-455.29453,506.40143,206.44502,88.30943
290.67328,251.75137,326.5154,504.5355,-287.17462,-251.85007
-184.71031,28.599438,351.91666,398.50076,179.1766,-30.583673
-49.899925,-300.70187,-163.59225,345.94247,52.958115,303.36197
-294.06284,85.703125,1081.5568,1124.115,297.45557,-78.51111
325.7048,102.67588,63.651596,347.40118,-323.58746,-79.160736
117.85158,148.02301,63.793793,199.71468,-108.74477,-149.61922
-367.75305,51.947693,201.5549,422.57104,360.0435,-31.30591
-499.64423,10.026579,-1121.1162,1227.4901,498.53845,-12.203033
-68.45868,315.69098,639.6705,716.6087,81.13746,-318.3239
-328.80295,-4.6947603,290.5613,438.84283,327.67657,0.07495306
-195.74992,-16.422844,-82.124374,216.21823,192.9794,4.8078837
294.026,9.140404,208.91977,360.80786,-284.0966,-0.68998176
-176.69794,-263.17365,-313.4754,445.84872,184.26889,247.64482
100.62636,122.766846,174.3471,235.78683,-91.35474,-113.85608
309.20917,214.3268,371.22855,528.60095,-312.2357,-222.09186
-143.45276,-79.30901,-908.46985,923.2054,110.49062,84.12815
-331.35062,-167.54002,89.79671,382.00363,329.76242,171.25684
253.6289,-393.5788,-249.3961,530.535,-250.51483,395.92783
255.29428,-167.07185,-675.6176,741.339,-262.19073,122.10863
-143.79013,280.49994,228.34969,389.36548,119.43535,-281.58917
-67.8579,290.9303,59.456615,304.59958,58.67557,-290.657
-51.73505,-199.52698,639.56134,671.9579,59.123695,194.9125
208.05957,305.8931,682.6128,776.4259,-186.56862,-303.16754
40.27519,228.48596,-114.36163,258.94846,-72.89098,-228.23146
-190.48697,-212.84546,210.2353,354.66977,180.65947,215.14368
127.011635,32.972504,-128.39253,183.59097,-147.24712,-45.815594
-146.50606,193.06244,354.9591,429.85403,156.01021,-207.94896
245.11946,272.28174,190.63574,413.96832,-261.7743,-261.54346
-189.10455,214.52774,238.7823,372.58453,208.37282,-200.35867
-271.24762,-290.9683,217.16052,453.91125,266.8086,276.2307
-305.19446,107.76833,-957.35785,1010.59534,270.09967,-132.98666
112.670135,182.19052,221.77007,308.33624,-111.17459,-180.47406
-7.3307962,199.04834,557.03577,591.5766,6.2270446,-179.91248
-393.9739,176.90953,1384.1627,1450.1892,391.58972,-175.98706
-106.02974,-131.45758,235.66078,289.93018,116.34842,105.68117
179.16545,-127.5683,-193.62999,293.03244,-180.37961,126.602516
230.6163,-309.46805,764.47186,856.38043,-695.9379,-49.495796
250.92378,-280.2188,-226.04707,439.07516,-242.1401,267.82758
-146.68222,164.70282,163.58261,274.6031,154.6936,-156.99857
103.38324,205.84756,-200.71367,305.54984,-77.863174,-189.73964
-340.61545,104.42531,-268.56805,446.15283,352.68387,-108.05555
-130.551,-111.98758,-375.63916,414.9051,151.42227,123.134674
45.15984,200.15553,-181.09364,273.6744,-71.602264,-182.79785
-181.50626,50.825165,152.64903,242.54834,160.09741,-37.02575
-346.7688,57.51391,-231.70769,421.00583,324.57648,-40.548973
128.59407,-79.54739,-50.036,159.27298,-124.40571,70.21633
38.058525,-134.87392,-189.6463,235.8089,-22.582928,166.7012
-118.08003,-52.77625,167.19476,211.38991,109.087,73.96138
86.74592,-26.599573,654.84106,661.18823,-126.65003,22.334417
206.52774,203.52103,160.10873,331.22437,-216.70691,-180.30957
-320.04385,99.24798,-375.89066,503.5676,291.1333,-95.43727
-32.992657,167.87805,305.51175,350.15628,8.587333,-178.72426
-57.80469,357.91656,-961.6664,1027.7449,66.50829,-349.99536
261.81546,215.4289,-459.66364,571.2838,-275.2561,-237.34576
-24.094006,307.96225,-264.7381,406.83246,38.696426,-298.73465
219.61993,-108.08726,224.58717,332.23807,-454.06445,-87.42708
134.44489,-16.263031,379.51257,404.21658,-148.41249,46.428135
135.41107,-138.91577,-140.93988,239.7987,-120.05095,145.25476
-142.10751,18.33349,-457.664,479.61102,127.215004,-21.285215
-146.19183,-38.334183,254.33183,295.85257,139.01196,39.476673
-209.02779,-28.60381,133.14795,249.4857,210.7941,20.225216
-252.10805,51.428112,329.98022,418.449,245.78922,-61.114094
100.42058,86.27665,-46.280426,140.25244,-94.92018,-89.292534
-8.96432,91.93992,9.840097,93.02005,60.35798,-183.44325
351.01367,-298.47446,104.20906,472.39777,-351.64447,299.66245
95.60703,-289.21765,41.706066,307.4661,-59.479897,276.07822
303.93927,-291.99576,210.74051,471.28015,-290.84998,299.96658
100.53599,255.34697,-2.8031652,274.44043,-73.5785,-272.33966
-80.00766,85.72585,-115.70776,164.74054,107.33891,-76.02119
-256.80396,-181.97093,-576.9574,657.2391,235.00479,158.77191
86.802986,271.4842,1136.3025,1171.6783,-82.94385,-272.93997
321.34738,65.62395,13.531135,328.44012,-329.5508,-67.1697
51.075985,281.75482,66.05014,293.94925,-46.394653,-280.88483
87.2048,-276.69342,-132.82013,319.21176,-112.809654,263.30853
359.39542,213.66548,573.2377,709.7853,-369.34207,-215.31087
-215.51651,-164.7826,-12.919105,271.62167,209.72076,165.77264
-5.4270177,107.86308,281.65024,301.64987,-1.2919391,-123.766655
-34.42784,-418.45776,-296.06387,513.76227,32.848717,392.6166
253.33333,-161.46454,-13.887892,300.77048,-257.00836,189.29976
-167.35223,-18.195744,-36.521088,172.25618,165.61035,20.044668
165.86646,37.439636,117.922905,206.92993,-169.56746,-18.143808
33.244198,143.1112,-103.43634,179.80899,-33.22022,-153.57198
89.696495,107.62089,270.55798,304.67987,-83.93386,-126.09898
79.961586,330.37155,756.02954,829.08105,-82.519035,-321.32648
221.3726,-26.179659,163.15067,276.24597,-227.97397,16.558748
-70.500656,351.7078,-128.95583,381.1824,91.37761,-341.4938
-166.69002,-139.12857,-340.09717,403.49756,165.79701,139.81206
-167.3363,-159.56064,-121.99337,261.64474,176.8827,152.17163
-329.33325,30.619608,198.42882,385.7097,314.0315,2.1509826
-135.76083,35.118828,97.041046,170.53241,136.77777,-41.979675
25.551931,-169.08,-238.57622,293.53058,-20.172556,165.17833
-126.978264,-98.18098,462.0861,489.27145,124.071106,96.98056
167.94952,384.47308,-1697.8661,1749.0804,-133.57942,-410.1395
-270.81326,-133.80582,-632.29364,700.74176,267.89767,135.39667
220.45143,89.280556,-90.91243,254.62706,-219.54698,-83.68024
-218.23712,109.75243,-159.70361,291.85556,212.94913,-104.17304
12.108342,-217.78964,134.7952,256.42456,-11.360127,215.19936
-127.03853,-237.01308,-224.4222,350.37222,97.380714,223.69518
256.53946,-191.72884,-53.13864,324.71545,-260.8297,205.19627
128.64282,-56.765045,-620.44086,636.17487,-123.05879,51.26898
316.54025,-10.005347,-534.80994,621.5511,-305.28336,8.397866
59.160885,181.80083,248.23508,313.32455,-81.65885,-182.49055
20.99787,-233.30048,39.751904,237.59264,-11.220505,214.74611
-75.297905,114.42591,-606.0397,621.3289,93.14812,-105.18302
241.63857,77.63547,-568.7798,622.8385,-250.24103,-60.77912
127.00217,-107.16375,-403.3272,436.24606,-124.70001,90.824936
